price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,fake_address,fake_zip_code
4270000,6360,2,1,2,1,0,0,0,0,0,0,0.0,1841 Centre St N,T2G 660
4270000,4500,2,1,1,1,0,0,0,1,2,0,0.5,1502 Crowchild Tr SW,T3E 590
4270000,2175,3,1,2,0,1,1,0,1,0,0,0.0,1875 Crowchild Tr SW,T2G 737
4270000,4360,4,1,2,1,0,0,0,0,0,0,0.5,1926 Elbow Dr SW,T2E 065
4270000,7770,2,1,1,1,0,0,0,0,1,0,1.0,1989 Centre St N,T2E 302
4235000,6650,3,1,2,1,1,0,0,0,0,0,0.5,1525 Northmount Dr NW,T2G 858
4235000,2787,3,1,1,1,0,1,0,0,0,1,0.5,1011 Centre St N,T2G 082
4200000,5500,3,1,2,1,0,0,0,1,0,0,0.0,1062 Macleod Tr SE,T2S 882
4200000,5040,3,1,2,1,0,1,0,1,0,0,0.5,1703 Northmount Dr NW,T2E 319
4200000,5850,2,1,1,1,1,1,0,0,2,0,0.5,1999 Macleod Tr SE,T2L 599
4200000,2610,4,3,2,0,0,0,0,0,0,0,0.5,1555 Crowchild Tr SW,T2L 299
4200000,2953,3,1,2,1,0,1,0,1,0,0,0.0,1719 Centre St N,T2L 639
4200000,2747,4,2,2,0,0,0,0,0,0,0,0.5,1695 Centre St N,T2S 604
4200000,4410,2,1,1,0,0,0,0,0,1,0,0.0,1242 Elbow Dr SW,T2S 119
4200000,4000,4,2,2,0,0,0,0,0,0,0,0.5,1091 Northmount Dr NW,T2L 660
4200000,2325,3,1,2,0,0,0,0,0,0,0,0.5,1827 Centre St N,T2S 245
4200000,4600,3,2,2,1,0,0,0,1,1,0,0.5,1580 Centre St N,T3E 664
4200000,3640,3,2,2,1,0,1,0,0,0,0,0.0,1802 Macleod Tr SE,T2E 646
4200000,5800,3,1,1,1,0,0,1,0,2,0,0.5,1722 Centre St N,T3E 210
4200000,7000,3,1,1,1,0,0,0,0,3,0,1.0,1089 Macleod Tr SE,T2G 567
4200000,4079,3,1,3,1,0,0,0,0,0,0,0.5,1860 Crowchild Tr SW,T2L 677
4200000,3520,3,1,2,1,0,0,0,0,0,1,0.5,1924 Northmount Dr NW,T2G 940
4200000,2145,3,1,3,1,0,0,0,0,1,1,0.0,1380 Northmount Dr NW,T2L 425
4200000,4500,3,1,1,1,0,1,0,0,0,0,0.5,1185 Centre St N,T2L 307
4193000,8250,3,1,1,1,0,1,0,0,3,0,0.5,1696 Macleod Tr SE,T2E 006
4193000,3450,3,1,2,1,0,0,0,0,1,0,0.5,1901 Northmount Dr NW,T2L 628
4165000,4840,3,1,2,1,0,0,0,0,1,0,0.5,1085 Crowchild Tr SW,T2E 463
4165000,4080,3,1,2,1,0,0,0,0,2,0,0.5,1612 Macleod Tr SE,T2S 232
4165000,4046,3,1,2,1,0,1,0,0,1,0,0.5,1804 Northmount Dr NW,T2L 942
4130000,4632,4,1,2,1,0,0,0,1,0,0,0.5,1065 Macleod Tr SE,T2E 074
4130000,5985,3,1,1,1,0,1,0,0,0,0,0.5,1859 Crowchild Tr SW,T2G 596
4123000,6060,2,1,1,1,0,1,0,0,1,0,0.5,1977 Northmount Dr NW,T2S 113
4098500,3600,3,1,1,1,0,1,0,1,0,1,1.0,1698 Elbow Dr SW,T2S 110
4095000,3680,3,2,2,1,0,0,0,0,0,0,0.5,1314 Crowchild Tr SW,T2E 552
4095000,4040,2,1,2,1,0,0,0,0,1,0,0.5,1818 Elbow Dr SW,T2E 514
4095000,5600,2,1,1,1,0,0,0,1,0,0,0.5,1067 Macleod Tr SE,T3E 744
4060000,5900,4,2,2,0,0,1,0,0,1,0,0.0,1577 Centre St N,T3E 092
4060000,4992,3,2,2,1,0,0,0,0,2,0,0.0,1172 Elbow Dr SW,T2G 822
4060000,4340,3,1,1,1,0,0,0,0,0,0,0.5,1041 Elbow Dr SW,T2E 322
4060000,3000,4,1,3,1,0,1,0,1,2,0,0.5,1914 Elbow Dr SW,T2L 657
4060000,4320,3,1,2,1,0,0,0,0,2,1,1.0,1407 Crowchild Tr SW,T2L 382
4025000,3630,3,2,2,1,0,0,1,0,2,0,0.5,1370 Macleod Tr SE,T2E 627
4025000,3460,3,2,1,1,0,1,0,1,1,0,1.0,1116 Centre St N,T2L 990
4025000,5400,3,1,1,1,0,0,0,0,3,0,0.5,1562 Macleod Tr SE,T2G 556
4007500,4500,3,1,2,0,0,1,0,1,0,0,0.5,1043 Macleod Tr SE,T2L 260
4007500,3460,4,1,2,1,0,0,0,1,0,0,0.5,1196 Crowchild Tr SW,T2L 523
3990000,4100,4,1,1,0,0,1,0,0,0,0,0.5,1343 Northmount Dr NW,T3E 777
3990000,6480,3,1,2,0,0,0,0,1,1,0,0.5,1033 Crowchild Tr SW,T2G 541
3990000,4500,3,2,2,0,0,1,0,1,0,0,0.5,1959 Elbow Dr SW,T2L 222
3990000,3960,3,1,2,1,0,0,0,0,0,0,1.0,1734 Northmount Dr NW,T2G 709
3990000,4050,2,1,2,1,1,1,0,0,0,1,0.0,1484 Elbow Dr SW,T2G 267
3920000,7260,3,2,1,1,1,1,0,0,3,0,1.0,1845 Northmount Dr NW,T2S 029
3920000,5500,4,1,2,1,1,1,0,0,0,0,0.5,1111 Crowchild Tr SW,T2G 785
3920000,3000,3,1,2,1,0,0,0,0,0,0,0.5,1669 Northmount Dr NW,T3E 913
3920000,3290,2,1,1,1,0,0,1,0,1,0,1.0,1323 Elbow Dr SW,T2G 050
3920000,3816,2,1,1,1,0,1,0,1,2,0,1.0,1670 Centre St N,T2G 755
3920000,8080,3,1,1,1,0,0,0,1,2,0,0.5,1946 Elbow Dr SW,T2G 238
3920000,2145,4,2,1,1,0,1,0,0,0,1,0.5,1915 Macleod Tr SE,T2G 402
3885000,3780,2,1,2,1,1,1,0,0,0,0,0.5,1705 Centre St N,T2G 443
3885000,3180,4,2,2,1,0,0,0,0,0,0,1.0,1325 Centre St N,T2L 259
3850000,5300,5,2,2,1,0,0,0,0,0,0,0.5,1065 Crowchild Tr SW,T2L 018
3850000,3180,2,2,1,1,0,1,0,0,2,0,0.5,1449 Northmount Dr NW,T2E 849
3850000,7152,3,1,2,1,0,0,0,1,0,0,1.0,1739 Northmount Dr NW,T2L 012
3850000,4080,2,1,1,1,0,0,0,0,0,0,0.5,1471 Crowchild Tr SW,T2L 437
3850000,3850,2,1,1,1,0,0,0,0,0,0,0.5,1501 Northmount Dr NW,T3E 755
3850000,2015,3,1,2,1,0,1,0,0,0,1,0.5,1398 Northmount Dr NW,T2E 473
3850000,2176,2,1,2,1,1,0,0,0,0,1,0.5,1057 Elbow Dr SW,T2S 554
3836000,3350,3,1,2,1,0,0,0,0,0,0,0.5,1446 Crowchild Tr SW,T2G 026
3815000,3150,2,2,1,0,0,1,0,0,0,0,0.5,1214 Centre St N,T3E 009
3780000,4820,3,1,2,1,0,0,0,0,0,0,0.5,1818 Northmount Dr NW,T3E 916
3780000,3420,2,1,2,1,0,0,1,0,1,0,0.5,1011 Elbow Dr SW,T2S 811
3780000,3600,2,1,1,1,0,0,0,0,0,0,0.5,1700 Northmount Dr NW,T3E 527
3780000,5830,2,1,1,1,0,0,0,0,2,0,0.0,1666 Elbow Dr SW,T3E 674
3780000,2856,3,1,3,1,0,0,0,0,0,1,1.0,1049 Elbow Dr SW,T2S 248
3780000,8400,2,1,1,1,0,0,0,0,1,0,1.0,1802 Macleod Tr SE,T2E 091
3773000,8250,3,1,1,1,0,0,0,0,2,0,1.0,1528 Elbow Dr SW,T3E 057
3773000,2520,5,2,1,0,0,1,0,1,1,0,1.0,1617 Elbow Dr SW,T2G 956
3773000,6930,4,1,2,0,0,0,0,0,1,0,1.0,1146 Elbow Dr SW,T2S 852
3745000,3480,2,1,1,1,0,0,0,0,0,1,0.5,1483 Centre St N,T2L 355
3710000,3600,3,1,1,1,0,0,0,0,1,0,0.5,1339 Macleod Tr SE,T2S 003
3710000,4040,2,1,1,1,0,0,0,0,0,0,0.5,1521 Crowchild Tr SW,T3E 168
3710000,6020,3,1,1,1,0,0,0,0,0,0,0.5,1007 Crowchild Tr SW,T3E 906
3710000,4050,2,1,1,1,0,0,0,0,0,0,0.5,1850 Macleod Tr SE,T2S 367
3710000,3584,2,1,1,1,0,0,1,0,0,0,0.5,1990 Elbow Dr SW,T2L 667
3703000,3120,3,1,2,0,0,1,1,0,0,0,0.5,1850 Centre St N,T2E 366
3703000,5450,2,1,1,1,0,0,0,0,0,0,1.0,1506 Elbow Dr SW,T2S 635
3675000,3630,2,1,1,1,0,1,0,0,0,0,1.0,1637 Northmount Dr NW,T2G 987
3675000,3630,2,1,1,1,0,0,0,1,0,0,0.0,1676 Northmount Dr NW,T2S 594
3675000,5640,2,1,1,0,0,0,0,0,0,0,0.5,1569 Centre St N,T2G 979
3675000,3600,2,1,1,1,0,0,0,0,0,0,1.0,1621 Crowchild Tr SW,T2S 998
3640000,4280,2,1,1,1,0,0,0,1,2,0,0.5,1401 Macleod Tr SE,T3E 672
3640000,3570,3,1,2,1,0,1,0,0,0,0,0.5,1997 Macleod Tr SE,T2G 116
3640000,3180,3,1,2,0,0,1,0,0,0,0,0.5,1990 Northmount Dr NW,T2S 216
3640000,3000,2,1,2,1,0,0,0,1,0,0,0.5,1249 Northmount Dr NW,T3E 405
3640000,3520,2,2,1,1,0,1,0,0,0,0,0.5,1730 Centre St N,T2L 686
3640000,5960,3,1,2,1,1,1,0,0,0,0,0.5,1740 Crowchild Tr SW,T2L 644
3640000,4130,3,2,2,1,0,0,0,0,2,0,0.5,1014 Crowchild Tr SW,T2S 758
3640000,2850,3,2,2,0,0,1,0,0,0,1,0.5,1545 Centre St N,T2L 067
3640000,2275,3,1,3,1,0,0,1,1,0,1,0.5,1944 Crowchild Tr SW,T2G 410
3633000,3520,3,1,1,1,0,0,0,0,2,1,0.0,1254 Centre St N,T2L 748
3605000,4500,2,1,1,1,0,0,0,0,0,0,0.5,1526 Northmount Dr NW,T2G 435
3605000,4000,2,1,1,1,0,0,0,0,0,1,0.5,1030 Elbow Dr SW,T2G 781
3570000,3150,3,1,2,1,0,1,0,0,0,0,1.0,1073 Elbow Dr SW,T2G 385
3570000,4500,4,2,2,1,0,1,0,0,2,0,0.5,1076 Crowchild Tr SW,T2L 085
3570000,4500,2,1,1,0,0,0,0,0,0,0,0.5,1700 Elbow Dr SW,T2G 168
3570000,3640,2,1,1,1,0,0,0,0,0,0,0.0,1526 Macleod Tr SE,T3E 066
3535000,3850,3,1,1,1,0,0,0,0,2,0,0.5,1712 Northmount Dr NW,T3E 475
3500000,4240,3,1,2,1,0,0,0,1,0,0,0.5,1365 Crowchild Tr SW,T2G 456
3500000,3650,3,1,2,1,0,0,0,0,0,0,0.0,1745 Centre St N,T2L 254
3500000,4600,4,1,2,1,0,0,0,0,0,0,0.5,1641 Centre St N,T2E 646
3500000,2135,3,2,2,0,0,0,0,0,0,0,0.5,1344 Macleod Tr SE,T2G 422
3500000,3036,3,1,2,1,0,1,0,0,0,0,0.5,1097 Crowchild Tr SW,T2L 636
3500000,3990,3,1,2,1,0,0,0,0,0,0,0.5,1605 Centre St N,T2L 229
3500000,7424,3,1,1,0,0,0,0,0,0,0,0.0,1501 Northmount Dr NW,T3E 500
3500000,3480,3,1,1,0,0,0,0,1,0,0,0.0,1663 Elbow Dr SW,T3E 726
3500000,3600,6,1,2,1,0,0,0,0,1,0,0.0,1446 Centre St N,T2L 413
3500000,3640,2,1,1,1,0,0,0,0,1,0,0.5,1641 Crowchild Tr SW,T2E 683
3500000,5900,2,1,1,1,0,0,0,0,1,0,1.0,1121 Macleod Tr SE,T2L 014
3500000,3120,3,1,2,1,0,0,0,0,1,0,0.0,1446 Centre St N,T2L 019
3500000,7350,2,1,1,1,0,0,0,0,1,0,0.5,1273 Northmount Dr NW,T2G 588
3500000,3512,2,1,1,1,0,0,0,0,1,1,0.5,1317 Northmount Dr NW,T2L 145
3500000,9500,3,1,2,1,0,0,0,0,3,1,0.5,1591 Northmount Dr NW,T2G 838
3500000,5880,2,1,1,1,0,0,0,0,0,0,0.0,1698 Elbow Dr SW,T2E 385
3500000,12944,3,1,1,1,0,0,0,0,0,0,0.0,1958 Centre St N,T3E 112
3493000,4900,3,1,2,0,0,0,0,0,0,0,0.5,1729 Northmount Dr NW,T2S 304
3465000,3060,3,1,1,1,0,0,0,0,0,0,0.5,1178 Crowchild Tr SW,T2G 377
3465000,5320,2,1,1,1,0,0,0,0,1,1,0.5,1020 Crowchild Tr SW,T2G 465
3465000,2145,3,1,3,1,0,0,0,0,0,1,0.5,1431 Northmount Dr NW,T2E 048
3430000,4000,2,1,1,1,0,0,0,0,0,0,0.0,1724 Centre St N,T2G 946
3430000,3185,2,1,1,1,0,0,0,0,2,0,0.0,1896 Elbow Dr SW,T2S 936
3430000,3850,3,1,1,1,0,0,0,0,0,0,0.5,1358 Elbow Dr SW,T2G 286
3430000,2145,3,1,3,1,0,0,0,0,0,1,1.0,1536 Macleod Tr SE,T2E 275
3430000,2610,3,1,2,1,0,1,0,0,0,1,0.0,1278 Macleod Tr SE,T3E 817
3430000,1950,3,2,2,1,0,1,0,0,0,1,0.0,1223 Crowchild Tr SW,T2S 809
3423000,4040,2,1,1,1,0,0,0,0,0,0,0.0,1422 Crowchild Tr SW,T2G 422
3395000,4785,3,1,2,1,1,1,0,1,1,0,1.0,1155 Elbow Dr SW,T2S 516
3395000,3450,3,1,1,1,0,1,0,0,2,0,0.5,1313 Northmount Dr NW,T2S 416
3395000,3640,2,1,1,1,0,0,0,0,0,0,0.5,1112 Centre St N,T2G 094
3360000,3500,4,1,2,1,0,0,0,1,2,0,0.5,1357 Northmount Dr NW,T3E 565
3360000,4960,4,1,3,0,0,0,0,0,0,0,0.5,1731 Elbow Dr SW,T2E 521
3360000,4120,2,1,2,1,0,0,0,0,0,0,0.5,1741 Centre St N,T2L 769
3360000,4750,2,1,1,1,0,0,0,0,0,0,0.0,1813 Northmount Dr NW,T2E 190
3360000,3720,2,1,1,0,0,0,0,1,0,0,0.0,1439 Northmount Dr NW,T2G 055
3360000,3750,3,1,1,1,0,0,0,0,0,0,0.0,1722 Crowchild Tr SW,T2G 202
3360000,3100,3,1,2,0,0,1,0,0,0,0,0.5,1537 Northmount Dr NW,T2E 504
3360000,3185,2,1,1,1,0,1,0,0,2,0,0.5,1235 Centre St N,T2L 206
3353000,2700,3,1,1,0,0,0,0,0,0,0,1.0,1044 Elbow Dr SW,T2E 513
3332000,2145,3,1,2,1,0,1,0,0,0,1,1.0,1310 Macleod Tr SE,T2L 612
3325000,4040,2,1,1,1,0,0,0,0,1,0,0.0,1271 Elbow Dr SW,T2S 917
3325000,4775,4,1,2,1,0,0,0,0,0,0,0.0,1812 Elbow Dr SW,T2E 391
3290000,2500,2,1,1,0,0,0,0,1,0,0,0.5,1512 Crowchild Tr SW,T3E 147
3290000,3180,4,1,2,1,0,1,0,1,0,0,0.0,1895 Centre St N,T3E 301
3290000,6060,3,1,1,1,1,1,0,0,0,0,0.5,1689 Crowchild Tr SW,T2G 373
3290000,3480,4,1,2,0,0,0,0,0,1,0,0.5,1078 Northmount Dr NW,T2S 443
3290000,3792,4,1,2,1,0,0,0,0,0,0,0.5,1807 Northmount Dr NW,T2S 546
3290000,4040,2,1,1,1,0,0,0,0,0,0,0.0,1520 Macleod Tr SE,T2S 023
3290000,2145,3,1,2,1,0,1,0,0,0,1,0.5,1122 Northmount Dr NW,T3E 101
3290000,5880,3,1,1,1,0,0,0,0,1,0,0.5,1905 Macleod Tr SE,T2E 715
3255000,4500,2,1,1,0,0,0,0,0,0,0,0.5,1659 Macleod Tr SE,T3E 017
3255000,3930,2,1,1,0,0,0,0,0,0,0,0.0,1400 Elbow Dr SW,T3E 663
3234000,3640,4,1,2,1,0,1,0,0,0,0,0.0,1045 Elbow Dr SW,T2E 870
3220000,4370,3,1,2,1,0,0,0,0,0,0,0.0,1586 Centre St N,T2L 155
3220000,2684,2,1,1,1,0,0,0,1,1,0,0.5,1956 Crowchild Tr SW,T2E 547
3220000,4320,3,1,1,0,0,0,0,0,1,0,0.0,1554 Crowchild Tr SW,T2G 230
3220000,3120,3,1,2,0,0,0,0,0,0,0,1.0,1657 Crowchild Tr SW,T3E 419
3150000,3450,1,1,1,1,0,0,0,0,0,0,1.0,1105 Centre St N,T2G 648
3150000,3986,2,2,1,0,1,1,0,0,1,0,0.5,1882 Macleod Tr SE,T2L 799
3150000,3500,2,1,1,0,0,1,0,0,0,0,0.5,1780 Crowchild Tr SW,T2G 516
3150000,4095,2,1,1,1,0,0,0,0,2,0,0.5,1234 Centre St N,T2E 302
3150000,1650,3,1,2,0,0,1,0,0,0,0,0.0,1947 Northmount Dr NW,T2G 011
3150000,3450,3,1,2,1,0,1,0,0,0,0,0.5,1771 Northmount Dr NW,T2E 283
3150000,6750,2,1,1,1,0,0,0,0,0,0,0.5,1992 Northmount Dr NW,T2E 915
3150000,9000,3,1,2,1,0,0,0,0,2,0,0.5,1236 Northmount Dr NW,T3E 758
3150000,3069,2,1,1,1,0,0,0,0,1,0,0.5,1783 Crowchild Tr SW,T2G 632
3143000,4500,3,1,2,1,0,0,0,1,0,0,0.0,1005 Northmount Dr NW,T3E 929
3129000,5495,3,1,1,1,0,1,0,0,0,0,0.5,1558 Centre St N,T2G 046
3118850,2398,3,1,1,1,0,0,0,0,0,1,0.5,1217 Crowchild Tr SW,T2S 397
3115000,3000,3,1,1,0,0,0,0,1,0,0,0.0,1318 Centre St N,T2G 752
3115000,3850,3,1,2,1,0,0,0,0,0,0,0.0,1169 Crowchild Tr SW,T3E 662
3115000,3500,2,1,1,1,0,0,0,0,0,0,0.0,1658 Northmount Dr NW,T2S 999
3087000,8100,2,1,1,1,0,0,0,0,1,0,0.0,1305 Elbow Dr SW,T2S 407
3080000,4960,2,1,1,1,0,1,0,1,0,0,0.0,1542 Crowchild Tr SW,T2S 026
3080000,2160,3,1,2,0,0,1,0,0,0,0,0.5,1740 Macleod Tr SE,T2G 924
3080000,3090,2,1,1,1,1,1,0,0,0,0,0.0,1495 Centre St N,T2S 364
3080000,4500,2,1,2,1,0,0,1,0,1,0,0.5,1531 Northmount Dr NW,T3E 388
3045000,3800,2,1,1,1,0,0,0,0,0,0,0.0,1646 Crowchild Tr SW,T2S 196
3010000,3090,3,1,2,0,0,0,0,0,0,0,0.5,1948 Elbow Dr SW,T2S 535
3010000,3240,3,1,2,1,0,0,0,0,2,0,0.5,1302 Elbow Dr SW,T2L 627
3010000,2835,2,1,1,1,0,0,0,0,0,0,0.5,1151 Crowchild Tr SW,T2G 069
3010000,4600,2,1,1,1,0,0,0,0,0,0,1.0,1436 Centre St N,T2S 719
3010000,5076,3,1,1,0,0,0,0,0,0,0,0.0,1000 Macleod Tr SE,T3E 794
3010000,3750,3,1,2,1,0,0,0,0,0,0,0.0,1810 Macleod Tr SE,T2G 878
3010000,3630,4,1,2,1,0,0,0,0,3,0,0.5,1957 Northmount Dr NW,T2G 587
3003000,8050,2,1,1,1,0,0,0,0,0,0,0.5,1157 Centre St N,T2S 260
2975000,4352,4,1,2,0,0,0,0,0,1,0,0.0,1443 Crowchild Tr SW,T2S 548
2961000,3000,2,1,2,1,0,0,0,0,0,0,0.5,1897 Crowchild Tr SW,T2L 288
2940000,5850,3,1,2,1,0,1,0,0,1,0,0.0,1777 Crowchild Tr SW,T2G 412
2940000,4960,2,1,1,1,0,0,0,0,0,0,0.0,1021 Elbow Dr SW,T2L 508
2940000,3600,3,1,2,0,0,0,0,0,1,0,0.0,1740 Elbow Dr SW,T2L 403
2940000,3660,4,1,2,0,0,0,0,0,0,0,0.0,1464 Crowchild Tr SW,T2G 079
2940000,3480,3,1,2,0,0,0,0,0,1,0,0.5,1531 Centre St N,T2L 032
2940000,2700,2,1,1,0,0,0,0,0,0,0,0.5,1642 Crowchild Tr SW,T2G 463
2940000,3150,3,1,2,0,0,0,0,0,0,0,0.5,1293 Crowchild Tr SW,T3E 554
2940000,6615,3,1,2,1,0,0,0,0,0,0,0.5,1099 Crowchild Tr SW,T2S 894
2870000,3040,2,1,1,0,0,0,0,0,0,0,0.5,1540 Macleod Tr SE,T3E 413
2870000,3630,2,1,1,1,0,0,0,0,0,0,0.0,1758 Crowchild Tr SW,T2S 982
2870000,6000,2,1,1,1,0,0,0,0,0,0,0.5,1818 Macleod Tr SE,T3E 952
2870000,5400,4,1,2,1,0,0,0,0,0,0,0.5,1628 Centre St N,T2E 797
2852500,5200,4,1,3,1,0,0,0,0,0,0,0.0,1853 Elbow Dr SW,T2E 818
2835000,3300,3,1,2,0,0,0,0,0,1,0,0.5,1118 Macleod Tr SE,T2E 188
2835000,4350,3,1,2,0,0,0,1,0,1,0,0.0,1940 Elbow Dr SW,T3E 469
2835000,2640,2,1,1,0,0,0,0,0,1,0,0.5,1374 Crowchild Tr SW,T2G 070
2800000,2650,3,1,2,1,0,1,0,0,1,0,0.0,1454 Northmount Dr NW,T2E 385
2800000,3960,3,1,1,1,0,0,0,0,0,0,0.5,1716 Crowchild Tr SW,T2G 207
2730000,6800,2,1,1,1,0,0,0,0,0,0,0.5,1008 Elbow Dr SW,T2L 148
2730000,4000,3,1,2,1,0,0,0,0,1,0,0.0,1553 Elbow Dr SW,T2E 773
2695000,4000,2,1,1,1,0,0,0,0,0,0,0.0,1508 Centre St N,T3E 351
2660000,3934,2,1,1,1,0,0,0,0,0,0,0.0,1777 Crowchild Tr SW,T2G 323
2660000,2000,2,1,2,1,0,0,0,0,0,0,0.5,1964 Crowchild Tr SW,T2S 720
2660000,3630,3,3,2,0,1,0,0,0,0,0,0.0,1322 Centre St N,T2S 127
2660000,2800,3,1,1,1,0,0,0,0,0,0,0.5,1913 Elbow Dr SW,T2G 397
2660000,2430,3,1,1,0,0,0,0,0,0,0,0.0,1710 Macleod Tr SE,T3E 118
2660000,3480,2,1,1,1,0,0,0,0,1,0,0.5,1441 Elbow Dr SW,T2S 017
2660000,4000,3,1,1,1,0,0,0,0,0,0,0.5,1410 Northmount Dr NW,T2E 010
2653000,3185,2,1,1,1,0,0,0,1,0,0,0.5,1207 Northmount Dr NW,T2G 674
2653000,4000,3,1,2,1,0,0,0,1,0,0,0.5,1182 Crowchild Tr SW,T2L 695
2604000,2910,2,1,1,0,0,0,0,0,0,0,0.0,1298 Crowchild Tr SW,T2E 214
2590000,3600,2,1,1,1,0,0,0,0,0,0,0.0,1154 Elbow Dr SW,T2G 661
2590000,4400,2,1,1,1,0,0,0,0,0,0,0.0,1084 Crowchild Tr SW,T2G 192
2590000,3600,2,2,2,1,0,1,0,0,1,0,1.0,1764 Northmount Dr NW,T2L 125
2520000,2880,3,1,1,0,0,0,0,0,0,0,0.0,1027 Crowchild Tr SW,T2G 389
2520000,3180,3,1,1,0,0,0,0,0,0,0,0.0,1009 Northmount Dr NW,T3E 411
2520000,3000,2,1,2,1,0,0,0,0,0,0,1.0,1647 Macleod Tr SE,T2G 621
2485000,4400,3,1,2,1,0,0,0,0,0,0,0.0,1025 Northmount Dr NW,T2L 332
2485000,3000,3,1,2,0,0,0,0,0,0,0,0.5,1707 Crowchild Tr SW,T2E 437
2450000,3210,3,1,2,1,0,1,0,0,0,0,0.0,1976 Centre St N,T3E 019
2450000,3240,2,1,1,0,1,0,0,0,1,0,0.0,1871 Macleod Tr SE,T2L 582
2450000,3000,2,1,1,1,0,0,0,0,1,0,0.0,1568 Macleod Tr SE,T2E 433
2450000,3500,2,1,1,1,1,0,0,0,0,0,0.0,1146 Elbow Dr SW,T2S 241
2450000,4840,2,1,2,1,0,0,0,0,0,0,0.0,1657 Crowchild Tr SW,T2S 524
2450000,7700,2,1,1,1,0,0,0,0,0,0,0.0,1823 Northmount Dr NW,T2E 513
2408000,3635,2,1,1,0,0,0,0,0,0,0,0.0,1981 Crowchild Tr SW,T3E 219
2380000,2475,3,1,2,1,0,0,0,0,0,0,1.0,1948 Elbow Dr SW,T2G 383
2380000,2787,4,2,2,1,0,0,0,0,0,0,0.5,1273 Macleod Tr SE,T2L 260
2380000,3264,2,1,1,1,0,0,0,0,0,0,0.5,1190 Macleod Tr SE,T3E 879
2345000,3640,2,1,1,1,0,0,0,0,0,0,0.0,1171 Crowchild Tr SW,T2L 967
2310000,3180,2,1,1,1,0,0,0,0,0,0,0.0,1477 Centre St N,T3E 548
2275000,1836,2,1,1,0,0,1,0,0,0,0,0.5,1487 Crowchild Tr SW,T3E 895
2275000,3970,1,1,1,0,0,0,0,0,0,0,0.5,1706 Centre St N,T2E 114
2275000,3970,3,1,2,1,0,1,0,0,0,0,0.5,1278 Centre St N,T3E 870
2240000,1950,3,1,1,0,0,0,1,0,0,0,0.5,1925 Elbow Dr SW,T3E 270
2233000,5300,3,1,1,0,0,0,0,1,0,1,0.5,1387 Crowchild Tr SW,T2S 194
2135000,3000,2,1,1,0,0,0,0,0,0,0,0.0,1627 Northmount Dr NW,T3E 318
2100000,2400,3,1,2,1,0,0,0,0,0,0,0.0,1403 Northmount Dr NW,T2G 613
2100000,3000,4,1,2,1,0,0,0,0,0,0,0.5,1597 Crowchild Tr SW,T2S 992
2100000,3360,2,1,1,1,0,0,0,0,1,0,0.5,1738 Elbow Dr SW,T2E 056
1960000,3420,5,1,2,0,0,0,0,0,0,0,0.0,1136 Centre St N,T2S 051
1890000,1700,3,1,2,1,0,0,0,0,0,0,0.5,1565 Northmount Dr NW,T2L 361
1890000,3649,2,1,1,1,0,0,0,0,0,0,0.5,1220 Centre St N,T2G 119
1855000,2990,2,1,1,0,0,0,0,0,1,0,0.0,1423 Elbow Dr SW,T2L 534
1820000,3000,2,1,1,1,0,1,0,0,2,0,0.0,1781 Centre St N,T2E 433
1767150,2400,3,1,1,0,0,0,0,0,0,0,0.5,1665 Northmount Dr NW,T2S 171
1750000,3620,2,1,1,1,0,0,0,0,0,0,0.0,1578 Centre St N,T2S 808
1750000,2910,3,1,1,0,0,0,0,0,0,0,0.5,1296 Elbow Dr SW,T2G 575
1750000,3850,3,1,2,1,0,0,0,0,0,0,0.0,1764 Northmount Dr NW,T2G 768
